content_key,level_code,headword,reading,ruby,romaji_ko,pos,conj_type,transitivity,meaning_ko,meaning_ko_alt,example_ja,example_ko,audio_file,source,verify,note
jlpt.n3.vocab.0001,N3,性格,せいかく,{性格|せい|かく},세에카쿠,noun,-,-,성격,기질,{兄|あに}とわたしは{性格|せいかく}が{全|まった}く{違|ちが}います。,형과 저는 성격이 완전히 달라요.,jlpt.n3.vocab.0001.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「自分と家族」 자기소개에서 경험·성격을 곁들여 말하기 / ②빈도 zipf 4.77 / 내용어 919위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0097,N3,支払う,しはらう,{支払|し|はら}う,시하라우,verb,g1,vt,지불하다,내다,{使|つか}っていない{料金|りょうきん}を{支払|しはら}う{必要|ひつよう}はありません。,쓰지도 않은 요금을 낼 필요는 없어요.,jlpt.n3.vocab.0097.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「買い物」 부당 청구를 상담 센터에 설명하기 / ②빈도 zipf 4.42 / 내용어 2248위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0098,N3,品物,しなもの,{品物|しな|もの},시나모노,noun,-,-,물건,물품,{届|とど}いた{品物|しなもの}が{写真|しゃしん}と{違|ちが}います。,도착한 물건이 사진과 달라요.,jlpt.n3.vocab.0098.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「買い物」 상품 상태를 설명하고 클레임 하기 / ②빈도 zipf 3.38 / 내용어 12464위(모집단 80726); Tanos교차: N4 분류 — 우리 N4 400 미수록 잔여분을 N3으로 흡수
jlpt.n3.vocab.0099,N3,売れる,うれる,{売|う}れる,우레루,verb,g2,vi,팔리다,-,この{色|いろ}が{一番|いちばん}{売|う}れているそうです。,이 색이 가장 잘 팔린대요.,jlpt.n3.vocab.0099.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「買い物」 점원에게 상품의 자세한 정보를 묻기 / ②빈도 zipf 4.69 / 내용어 1158위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0100,N3,無駄,むだ,{無駄|む|だ},무다,na_adj,na_adj,-,헛됨,쓸데없음,{使|つか}わない ものを{買|か}うのは{無駄|むだ}です。,쓰지 않는 물건을 사는 건 낭비예요.,jlpt.n3.vocab.0100.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「買い物」 무엇을 살지 근거를 들어 정하기 / ②빈도 zipf 4.96 / 내용어 570위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0101,N3,豊富,ほうふ,{豊富|ほう|ふ},호오후,na_adj,na_adj,-,풍부함,넉넉함,この{店|みせ}は{種類|しゅ|るい}が{豊富|ほうふ}です。,이 가게는 종류가 풍부해요.,jlpt.n3.vocab.0101.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「買い物」 가게의 장점을 리뷰에 쓰기 / ②빈도 zipf 4.24 / 내용어 3176위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0102,N3,苦情,くじょう,{苦情|く|じょう},쿠조오,noun,-,-,불만,항의,{店|みせ}の{責任者|せき|にん|しゃ}に{苦情|くじょう}を{言|い}いました。,가게 책임자에게 항의했어요.,jlpt.n3.vocab.0102.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「買い物」 접객 태도의 문제를 설명하고 항의하기 / ②빈도 zipf 3.87 / 내용어 6070위(모집단 80726); Tanos교차: N2 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0103,N3,材料,ざいりょう,{材料|ざい|りょう},자이료오,noun,-,-,재료,-,まず{材料|ざいりょう}をぜんぶ{切|き}っておきます。,먼저 재료를 전부 썰어 둬요.,jlpt.n3.vocab.0103.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「食生活」 레시피를 읽고 재료·만드는 법을 이해하기 / ②빈도 zipf 4.41 / 내용어 2278위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0104,N3,手順,てじゅん,{手順|て|じゅん},테준,noun,-,-,순서,절차,{作|つく}り{方|かた}の{手順|てじゅん}を{確|たし}かめながら{進|すす}めましょう。,만드는 순서를 확인하면서 진행합시다.,jlpt.n3.vocab.0104.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「食生活」 친구와 요리하며 순서를 확인하고 지시하기 / ②빈도 zipf 4.16 / 내용어 3705위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0105,N3,冷やす,ひやす,{冷|ひ}やす,히야스,verb,g1,vt,식히다,차게 하다,{飲|の}み{物|もの}は{先|さき}に{冷|ひ}やしておきます。,음료는 미리 차게 해 둬요.,jlpt.n3.vocab.0105.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「食生活」 만드는 법의 요령을 자세히 설명하기 / ②빈도 zipf 4.03 / 내용어 4653위(모집단 80726); Tanos교차: N2 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0106,N3,柔らかい,やわらかい,{柔|やわ}らかい,야와라카이,i_adj,i_adj,-,부드럽다,말랑하다,{長|なが}く{煮|に}ると{肉|にく}が{柔|やわ}らかくなります。,오래 조리면 고기가 부드러워져요.,jlpt.n3.vocab.0106.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「食生活」 조리 요령을 순서대로 설명하기 / ②빈도 zipf 4.09 / 내용어 4212위(모집단 80726); Tanos교차: N4 분류 — 우리 N4 400 미수록 잔여분을 N3으로 흡수
jlpt.n3.vocab.0107,N3,食材,しょくざい,{食材|しょく|ざい},쇼쿠자이,noun,-,-,식재료,-,{食材|しょくざい}はいつも{近|ちか}くの{市場|いちば}で{買|か}っています。,식재료는 늘 근처 시장에서 사요.,jlpt.n3.vocab.0107.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「食生活」 어디서 식재료를 사는지 질문하고 답하기 / ②빈도 zipf 4.07 / 내용어 4312위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n3.vocab.0108,N3,煮る,にる,{煮|に}る,니루,verb,g2,vt,삶다,조리다,{弱|よわ}い{火|ひ}で{三十分|さん|じゅっ|ぷん}ぐらい{煮|に}てください。,약한 불로 30분 정도 조려 주세요.,jlpt.n3.vocab.0108.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「食生活」 잘하는 요리의 조리법을 순서대로 설명하기 / ②빈도 zipf 4.13 / 내용어 3936위(모집단 80726); Tanos교차: N2 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0109,N3,沸かす,わかす,{沸|わ}かす,와카스,verb,g1,vt,끓이다,데우다,お{湯|ゆ}を{沸|わ}かしてからめんを{入|い}れます。,물을 끓이고 나서 면을 넣어요.,jlpt.n3.vocab.0109.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「食生活」 레시피를 어느 정도 자세히 쓰기 / ②빈도 zipf 3.36 / 내용어 12918위(모집단 80726); Tanos교차: N4 분류 — 우리 N4 400 미수록 잔여분을 N3으로 흡수
jlpt.n3.vocab.0110,N3,冷凍,れいとう,{冷凍|れい|とう},레에토오,noun,suru_noun,vt,냉동,-,{残|のこ}った ごはんは{冷凍|れいとう}しておきました。,남은 밥은 냉동해 뒀어요.,jlpt.n3.vocab.0110.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「食生活」 자기 식생활의 자세한 정보를 전하기 / ②빈도 zipf 4.11 / 내용어 4036위(모집단 80726); Tanos교차: N2 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0111,N3,好み,このみ,{好|この}み,코노미,noun,-,-,취향,기호,{味|あじ}の{好|この}みは{人|ひと}によって{違|ちが}います。,맛 취향은 사람마다 달라요.,jlpt.n3.vocab.0111.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「食生活」 정번 요리의 자기만의 고집을 이야기하기 / ②빈도 zipf 4.66 / 내용어 1250위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0112,N3,味わう,あじわう,{味|あじ}わう,아지와우,verb,g1,vt,맛보다,음미하다,{郷土|きょうど}{料理|りょうり}をゆっくり{味|あじ}わいました。,향토 요리를 천천히 맛봤어요.,jlpt.n3.vocab.0112.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「食生活」 향토 요리의 특징을 자세히 주고받기 / ②빈도 zipf 4.24 / 내용어 3192위(모집단 80726); Tanos교차: N2 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0113,N3,濃い,こい,{濃|こ}い,코이,i_adj,i_adj,-,진하다,짙다,この スープは{味|あじ}が{濃|こ}すぎると{思|おも}います。,이 수프는 맛이 너무 진한 것 같아요.,jlpt.n3.vocab.0113.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「食生活」 주문 문제 상황을 설명하고 항의하기 / ②빈도 zipf 4.47 / 내용어 2004위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0114,N3,混ぜる,まぜる,{混|ま}ぜる,마제루,verb,g2,vt,섞다,-,たまごをよく{混|ま}ぜてから{焼|や}きます。,달걀을 잘 섞고 나서 부쳐요.,jlpt.n3.vocab.0114.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「食生活」 요리 방송을 보고 만드는 법을 이해하기 / ②빈도 zipf 4.27 / 내용어 3019위(모집단 80726); Tanos교차: N2 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0115,N3,郷土,きょうど,{郷土|きょう|ど},쿄오도,noun,-,-,향토,고장,{郷土|きょうど}{料理|りょうり}の{店|みせ}の{評判|ひょうばん}を{聞|き}きました。,향토 요리 가게의 평판을 물었어요.,jlpt.n3.vocab.0115.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「食生活」 향토 요리와 가게 평판을 질문하고 답하기 / ②빈도 zipf 3.62 / 내용어 8935위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n3.vocab.0116,N3,新鮮,しんせん,{新鮮|しん|せん},신센,na_adj,na_adj,-,신선함,싱싱함,ここの{魚|さかな}は とても{新鮮|しんせん}です。,여기 생선은 아주 싱싱해요.,jlpt.n3.vocab.0116.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「食生活」 가게에서 상품의 산지·종류를 묻기 / ②빈도 zipf 4.24 / 내용어 3161위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0117,N3,温暖化,おんだんか,{温暖化|おん|だん|か},온당카,noun,-,-,온난화,-,{地球|ちきゅう}{温暖化|おんだんか}のニュースを{見|み}ました。,지구 온난화 뉴스를 봤어요.,jlpt.n3.vocab.0117.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「自然と環境」 온난화 뉴스를 보고 주요 논점 이해하기 / ②빈도 zipf 3.91 / 순위표 밖; Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n3.vocab.0118,N3,地球,ちきゅう,{地球|ち|きゅう},치큐우,noun,-,-,지구,-,{地球|ちきゅう}のためにできることを{考|かんが}えましょう。,지구를 위해 할 수 있는 일을 생각해 봅시다.,jlpt.n3.vocab.0118.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「自然と環境」 가정에서 할 수 있는 대책을 워크숍에서 제안하기 / ②빈도 zipf 4.94 / 내용어 596위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0119,N3,汚染,おせん,{汚染|お|せん},오센,noun,suru_noun,vt,오염,-,{川|かわ}の{汚染|おせん}がひどくなっているそうです。,강 오염이 심해지고 있대요.,jlpt.n3.vocab.0119.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「自然と環境」 환경 문제 기사를 읽고 중요 정보 이해하기 / ②빈도 zipf 4.29 / 내용어 2884위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0120,N3,豊か,ゆたか,{豊|ゆた}か,유타카,na_adj,na_adj,-,풍요로움,풍부함,{自然|しぜん}が{豊|ゆた}かな{土地|と|ち}で{育|そだ}ちました。,자연이 풍요로운 고장에서 자랐어요.,jlpt.n3.vocab.0120.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「自然と環境」 자기 나라·고장의 모습을 소개하기 / ②빈도 zipf 4.33 / 내용어 2700위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0121,N3,削減,さくげん,{削減|さく|げん},사쿠겐,noun,suru_noun,vt,삭감,감축,CO2の{削減|さくげん}について{記事|き|じ}を{読|よ}みました。,CO2 감축에 관한 기사를 읽었어요.,jlpt.n3.vocab.0121.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「自然と環境」 CO2 감축 관련 신문 기사를 읽고 이해하기 / ②빈도 zipf 4.20 / 내용어 3415위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0122,N3,分別,ぶんべつ,{分別|ぶん|べつ},붐베츠,noun,suru_noun,vt,분리수거,분별,ごみの{分別|ぶんべつ}の{仕方|し|かた}を{教|おそ}わりました。,쓰레기 분리수거 방법을 배웠어요.,jlpt.n3.vocab.0122.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「自然と環境」 분리수거 체험형 워크숍에서 작업을 진행하기 / ②빈도 zipf 3.60 / 내용어 9144위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n3.vocab.0123,N3,節約,せつやく,{節約|せつ|やく},세츠야쿠,noun,suru_noun,vt,절약,-,{電気|でんき}を{節約|せつやく}するだけでも{効果|こうか}があります。,전기를 절약하는 것만으로도 효과가 있어요.,jlpt.n3.vocab.0123.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「自然と環境」 자기 실천을 소개하고 해결안을 제안하기 / ②빈도 zipf 4.06 / 내용어 4377위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0124,N3,自然,しぜん,{自然|し|ぜん},시젠,noun,na_adj,-,자연,자연스럽다,この{町|まち}は{自然|しぜん}が{多|おお}くて{住|す}みやすいです。,이 동네는 자연이 많아서 살기 좋아요.,jlpt.n3.vocab.0124.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「自然と環境」 자기 나라의 환경을 프레젠테이션 하기 / ②빈도 zipf 4.98 / 내용어 527위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0125,N3,溶ける,とける,{溶|と}ける,토케루,verb,g2,vi,녹다,풀리다,{氷|こおり}が{溶|と}けて{海|うみ}の{水|みず}が{増|ふ}えています。,얼음이 녹아 바닷물이 늘고 있어요.,jlpt.n3.vocab.0125.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「自然と環境」 온난화 뉴스의 주요 논점을 이해하기 / ②빈도 zipf 4.19 / 내용어 3522위(모집단 80726); Tanos교차: N2 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0126,N3,深刻,しんこく,{深刻|しん|こく},싱코쿠,na_adj,na_adj,-,심각함,-,ごみの{問題|もんだい}は{思|おも}ったより{深刻|しんこく}です。,쓰레기 문제는 생각보다 심각해요.,jlpt.n3.vocab.0126.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「自然と環境」 환경 문제에 대한 자기 의견을 투고하기 / ②빈도 zipf 4.31 / 내용어 2794위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0127,N3,汚す,よごす,{汚|よご}す,요고스,verb,g1,vt,더럽히다,오염시키다,{海|うみ}を{汚|よご}さないようにしましょう。,바다를 더럽히지 않도록 합시다.,jlpt.n3.vocab.0127.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「自然と環境」 환경 문제 워크숍에서 의견을 말하기 / ②빈도 zipf 3.35 / 내용어 13061위(모집단 80726); Tanos교차: N2 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0128,N3,燃える,もえる,{燃|も}える,모에루,verb,g2,vi,타다,불타다,{燃|も}えるごみは{火曜日|か|よう|び}に{出|だ}します。,타는 쓰레기는 화요일에 내놔요.,jlpt.n3.vocab.0128.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「自然と環境」 분리수거 표시 설명을 읽고 이해하기 / ②빈도 zipf 4.36 / 내용어 2544위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0129,N3,影響,えいきょう,{影響|えい|きょう},에에쿄오,noun,suru_noun,vi,영향,-,{天気|てんき}の{変化|へんか}は{野菜|やさい}の{値段|ね|だん}にも{影響|えいきょう}します。,날씨 변화는 채소 값에도 영향을 줘요.,jlpt.n3.vocab.0129.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「自然と環境」 환경 문제가 생활에 미치는 영향을 말하기 / ②빈도 zipf 5.17 / 내용어 283위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0130,N3,対策,たいさく,{対策|たい|さく},타이사쿠,noun,-,-,대책,-,すぐにできる{対策|たいさく}から{始|はじ}めたほうがいいです。,당장 할 수 있는 대책부터 시작하는 게 좋아요.,jlpt.n3.vocab.0130.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「自然と環境」 온난화 대책 워크숍에서 해결안을 제안하기 / ②빈도 zipf 4.93 / 내용어 614위(모집단 80726); Tanos교차: N2 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0131,N3,教育,きょういく,{教育|きょう|いく},쿄오이쿠,noun,suru_noun,vt,교육,-,{教育|きょういく}の{問題|もんだい}について{意見|い|けん}を{述|の}べました。,교육 문제에 대해 의견을 말했어요.,jlpt.n3.vocab.0131.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「学校と教育」 세미나 토론에서 이유를 곁들여 의견 말하기 / ②빈도 zipf 5.09 / 내용어 365위(모집단 80726); Tanos교차: N4 분류 — 우리 N4 400 미수록 잔여분을 N3으로 흡수
jlpt.n3.vocab.0132,N3,講義,こうぎ,{講義|こう|ぎ},코오기,noun,suru_noun,vi,강의,-,{今日|きょう}の{講義|こうぎ}は{休|やす}みになりました。,오늘 강의는 휴강이 됐어요.,jlpt.n3.vocab.0132.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「学校と教育」 수업 관련 연락을 이해하고 전달하기 / ②빈도 zipf 4.12 / 내용어 3988위(모집단 80726); Tanos교차: N4 분류 — 우리 N4 400 미수록 잔여분을 N3으로 흡수
jlpt.n3.vocab.0133,N3,専門,せんもん,{専門|せん|もん},셈몬,noun,-,-,전공,전문,ゼミで{自分|じぶん}の{専門|せんもん}について{発表|はっ|ぴょう}しました。,세미나에서 자기 전공에 대해 발표했어요.,jlpt.n3.vocab.0133.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「学校と教育」 세미나 발표를 듣고 주요 정보 이해하기 / ②빈도 zipf 5.07 / 내용어 389위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n3.vocab.0134,N3,提出,ていしゅつ,{提出|てい|しゅつ},테에슈츠,noun,suru_noun,vt,제출,-,{書類|しょるい}の{提出|ていしゅつ}が{遅|おく}れてしまいました。,서류 제출이 늦어져 버렸어요.,jlpt.n3.vocab.0134.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「学校と教育」 창구에서 서류 문제의 지적을 듣고 확인하기 / ②빈도 zipf 4.47 / 내용어 1990위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0135,N3,成績,せいせき,{成績|せい|せき},세에세키,noun,-,-,성적,-,{成績|せいせき}のつけ{方|かた}をシラバスで{確|たし}かめました。,성적 매기는 방식을 실러버스에서 확인했어요.,jlpt.n3.vocab.0135.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「学校と教育」 실러버스에서 평가 방법을 찾아내기 / ②빈도 zipf 4.30 / 내용어 2832위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0136,N3,合格,ごうかく,{合格|ごう|かく},고오카쿠,noun,suru_noun,vi,합격,-,{試験|しけん}に{合格|ごうかく}できてほっとしました。,시험에 합격해서 마음이 놓였어요.,jlpt.n3.vocab.0136.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「学校と教育」 근황을 자기 기분을 곁들여 말하기 / ②빈도 zipf 4.47 / 내용어 1982위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0137,N3,進学,しんがく,{進学|しん|がく},싱가쿠,noun,suru_noun,vi,진학,-,{進学|しんがく}のことで{先生|せんせい}に{相談|そう|だん}しました。,진학 문제로 선생님과 상담했어요.,jlpt.n3.vocab.0137.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「学校と教育」 진로 고민을 상담하고 조언을 받기 / ②빈도 zipf 4.02 / 내용어 4704위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0138,N3,教わる,おそわる,{教|おそ}わる,오소와루,verb,g1,vt,배우다,가르침을 받다,{作|つく}り{方|かた}は{祖母|そぼ}に{教|おそ}わりました。,만드는 법은 할머니께 배웠어요.,jlpt.n3.vocab.0138.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「学校と教育」 배운 것과 그 경위를 자세히 말하기 / ②빈도 zipf 3.89 / 내용어 5924위(모집단 80726); Tanos교차: N2 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0139,N3,悩む,なやむ,{悩|なや}む,나야무,verb,g1,vi,고민하다,괴로워하다,{進路|しん|ろ}のことで ずいぶん{悩|なや}みました。,진로 문제로 꽤 고민했어요.,jlpt.n3.vocab.0139.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「学校と教育」 진로 고민을 상담하고 조언을 받기 / ②빈도 zipf 4.69 / 내용어 1160위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0140,N3,課題,かだい,{課題|か|だい},카다이,noun,-,-,과제,숙제,{今週|こんしゅう}の{課題|かだい}はもう{出|だ}しましたか。,이번 주 과제는 벌써 냈어요?,jlpt.n3.vocab.0140.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「学校と教育」 수업 인수인계에서 진행 상황을 전하기 / ②빈도 zipf 4.55 / 내용어 1628위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0141,N3,評価,ひょうか,{評価|ひょう|か},효오카,noun,suru_noun,vt,평가,-,この{授業|じゅぎょう}はレポートで{評価|ひょうか}されます。,이 수업은 리포트로 평가돼요.,jlpt.n3.vocab.0141.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「学校と教育」 수업을 고르기 위해 필요한 정보를 찾기 / ②빈도 zipf 5.10 / 내용어 354위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0142,N3,指導,しどう,{指導|し|どう},시도오,noun,suru_noun,vt,지도,-,{先生|せんせい}の{指導|しどう}のおかげで{書|か}き{直|なお}せました。,선생님 지도 덕분에 고쳐 쓸 수 있었어요.,jlpt.n3.vocab.0142.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「学校と教育」 교사 연수에서 학습자 문제를 주고받기 / ②빈도 zipf 4.80 / 내용어 851위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0143,N3,塾,じゅく,{塾|じゅく},주쿠,noun,-,-,학원,-,{近所|きんじょ}の{塾|じゅく}の{評判|ひょうばん}を{聞|き}いてみました。,근처 학원 평판을 물어봤어요.,jlpt.n3.vocab.0143.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「学校と教育」 근처 학원의 평판·수강 방법을 주고받기 / ②빈도 zipf 4.40 / 순위표 밖; Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0144,N3,学ぶ,まなぶ,{学|まな}ぶ,마나부,verb,g1,vt,배우다,익히다,この{授業|じゅぎょう}でたくさんのことを{学|まな}びました。,이 수업에서 많은 것을 배웠어요.,jlpt.n3.vocab.0144.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「学校と教育」 학교 생활의 자세한 정보를 주고받기 / ②빈도 zipf 4.87 / 내용어 732위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0145,N3,真剣,しんけん,{真剣|しん|けん},싱켄,na_adj,na_adj,-,진지함,-,みんな{真剣|しんけん}に{話|はな}し{合|あ}っていました。,다들 진지하게 이야기를 나누고 있었어요.,jlpt.n3.vocab.0145.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「学校と教育」 세미나 토론에 참여해 의견을 말하기 / ②빈도 zipf 4.42 / 내용어 2212위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0146,N3,めったに,めったに,めったに,멧타니,adv,-,-,좀처럼,거의,{先生|せんせい}は めったに{休|やす}みません。,선생님은 좀처럼 쉬지 않으세요.,jlpt.n3.vocab.0146.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「学校と教育」 학교 생활의 자세한 정보를 주고받기 / ②빈도 zipf 3.40 / 순위표 밖; Tanos교차: N3 일치
jlpt.n3.vocab.0147,N3,伝統,でんとう,{伝統|でん|とう},덴토오,noun,-,-,전통,-,{歌舞伎|か|ぶ|き}は{日本|にほん}の{伝統|でんとう}{文化|ぶんか}の{一|ひと}つです。,가부키는 일본 전통문화의 하나예요.,jlpt.n3.vocab.0147.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「言語と文化」 전통 예능 소개를 읽고 주요 정보 이해하기 / ②빈도 zipf 4.64 / 내용어 1312위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0148,N3,作法,さほう,{作法|さ|ほう},사호오,noun,-,-,예법,매너,お{茶|ちゃ}の{作法|さほう}を{習|なら}っています。,다도 예법을 배우고 있어요.,jlpt.n3.vocab.0148.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「言語と文化」 다도 등 문화 체험의 설명을 듣고 이해하기 / ②빈도 zipf 3.48 / 내용어 10853위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0149,N3,通訳,つうやく,{通訳|つう|やく},츠우야쿠,noun,suru_noun,vi,통역,-,{会議|かいぎ}では{通訳|つうやく}をつけてもらいました。,회의에서는 통역을 붙여 받았어요.,jlpt.n3.vocab.0149.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「言語と文化」 이문화 교류 상황을 자세히 말하기 / ②빈도 zipf 3.93 / 내용어 5525위(모집단 80726); Tanos교차: N2 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
